ID	relation	seg1_text	seg2_text	topic	nli	annot1	annot2	gold	neu conflict	disagree
micro_b062_02	support	as upon introduction many current employees of advanced age would immediately be eligible to retire.	The introductory phase of retirement at 63 would also be a particular challenge		neutral	neu	entailment	neu	True	True
FinARG_AAPL_Q1_2018_18849_7_04	support	and so that’s ipad, it’s mac and those are huge numbers as well.	and so as we’ve always said, there is a large part of the -- or the vast majority of the services are mapped to the install base instead of the quarterly sales.		neutral	neu	neu	neu		
DebPed_143	attack	Clouds and smog undermine solar energy unlike other energy sources. If it is cloudy, the output of solar energy can be reduced by over ninety percent. This means that solar energy is entirely dependent on good weather, an unpredictable variable that is economically unattractive.	Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.	Solarenergy	contradiction					
FinARG_AMZN_Q2_2015_17330_9_02	support	we definitely are delivering a lot of packages with the post office.	so we try lots of things for fulfillment.		neutral	neu	neu	neu		
FinARG_FB_Q4_2019_17761_7_09	support	so whether that's marketplace for buying and selling things.	but there are different social utilities that even if not everyone wants to use them, hundreds of millions of people might find value in.		neutral	neu	neu	neu		
AAAI2018_09_05	attack	 Part. 5, I could reverse your argument, what's the point of not mixing them, as they are already mixed in society? 	 As they are already mixed up in society, what are the benefits to have them together at school as well? I'm talking about primary and secondary school. 		neutral	contradiction	contradiction	contradiction		
Web_2029	attack	UKIP language tends to portray the real experiences of UKIP people not the politically correct fantasy construct that too many people on here seem comfortable with.	But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.		neutral	neu	neu	neu		
DebPed_233	support	 Millions of Canadians continue to drink and drive because they can do so with little fear of being stopped, let alone charged and convicted. Recent survey results and charge and conviction data indicate you could drive drunk once a week for more than 3 years before ever being charged with an impaired driving offence, and for over 6 years before ever being convicted. Other survey data would put the figures closer to 6 and a half years before a charge, and nearly 13 years before a conviction.	Random sobriety tests for drivers are effective at deterring drunk driving.	Sobrietytest	neutral					
JoDeb_causal_2200	support	Biofuels as a solution to global warming are good.	Carbon neutral biofuels only emit CO2 they draw from atmosphere		neutral	entailment	entailment	entailment		
AAAI2018_02_11	attack	Nuclear power is clean and emits significantly less CO2 than other renewable energy sources.	I think there are many cleaner and less dangerous alternatives such as solar power.		neutral	contradiction	contradiction	contradiction		
QT50_nodeset28835_001	support	Anne McElvoy has something a little bit less good to say to the IMF	there was a lot of commentary from the IMF which went beyond where the IMF should be which is where the top tax rate should be		neutral	neu	neu	neu		
ArgEss_essay094_07	neutral	if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older	Health education causes long-term positive effects on our next generations		neutral	contradiction	contradiction	contradiction		
JoKialo_causal_96474	attack	The doctors may not have any real way of knowing if assisted death is best for their patient, which could lead to guilt later on.	Doctors are professionals that deal with life and death everyday, as such, they should handle feelings of guilt, rage or sadness or get appropriate treatment.		neutral	contradiction	contradiction	contradiction		
DebPed_037	attack	Unlike nicotine or caffeine, coca chewing causes no harm to human health nor addiction or altered state, and it is effective in the struggle against obesity, a major problem in many modern societies.	"Coca chewing is bad for human health. The decision to ban coca chewing fifty years ago was based on a 1950 report elaborated by the UN Commission of Inquiry on the Coca Leaf with a mandate from ECOSOC: ""We believe that the daily, inveterate use of coca leaves by chewing is thoroughly noxious and therefore detrimental""."	Cocanarcotic	contradiction					
12Ang_052	ATTACK	That's the most fantastic story I've ever heard. You made it up.	The old man wouldn't really lie. But perhaps he'd make himself believe that he heard those words and recognized the boy's face.	Act2-TwelveAngryMan	neutral					
DebPed_007	attack	People know video game violence is fake.	Youth playing violent games exhibit more aggression.	Violentgames	contradiction					
QT30_nodeset18302_004	support	make sure people can navigate their way through what's going to be a difficult period	individuals and businesses have to participate in contact tracing		neutral	neu	neu	neu		
DebPed_245	attack	"Osama photos could put US troops at even greater risk. Rep. Mike Rogers, the chairman of the House Intelligence panel, opposes making the photos public, saying he doesn't want the images to ""make the job of our troops serving in places like Iraq and Afghanistan any harder than it already is. The risks of release outweigh the benefits."""	National security secrets not at risk in releasing Bin Laden photos. If national-security secrets were revealed in the photos, the equation would be different. But that's not the case with a single image of the terrorist leader's dead body.	Osamaphoto	neutral					
JoKialo_norm_35195	attack	The government should be involved in the lives of its citizens as little as possible.	Significant government involvement is required to create the security necessary for fulfilling human relationships.		neutral	contradiction	contradiction	contradiction		
AAAI2018_09_08	support	 By the way, mixing up children is possible when practicing sports or other extra school activities. 	 It is easier to implement an education strategy geared specifically towards one gender. And both genders will gain from it. 		neutral	neu	contradiction	neu	True	True
AbstRCT_23989945_03	support	no significant difference between treatment arms in terms of overall costs or Quality Adjusted Life Year.	Nevertheless, both community settings were acceptable to and preferred by patients compared with hospital, were safe, with no detrimental impact on overall health-care costs.		neutral	contradiction	contradiction	contradiction		
AAAI2018_07_25	attack	My final opinion is that school can sensitize about sex but not distributing condoms for free.	Finally, I also agree with the distribution of condoms in schools, but after making teenagers understand first its meaning.		neutral	contradiction	contradiction	contradiction		
