ID	relation	seg1_text	seg2_text	topic	nli	annot1	annot2	gold	neu conflict	disagree
12Ang_051	SUPPORT	The old man wouldn't really lie. But perhaps he'd make himself believe that he heard those words and recognized the boy's face. [He wore a torn jacket, and he carried two canes. He is an insignificant man who has been nothing all his life and needs to be recognized].	He was a very old man with a torn jacket, and he carried two canes. This is a quiet, frightened, insignificant man who has been nothing all his life, who has never had recognition—his name in the newspapers. A man like this needs to be recognized. To be questioned, and listened to, and quoted just once.	Act2-TwelveAngryMan	entailment					
AAAI2018_09_08	support	 By the way, mixing up children is possible when practicing sports or other extra school activities. 	 It is easier to implement an education strategy geared specifically towards one gender. And both genders will gain from it. 		neutral	neu	contradiction	neu	True	True
IJCAI2015_01_04	support	Well, the thing is that animals don't have human rights. Humans have large brains, form social groups, communicate and are generally worthy of moral consideration. We also are aware of ourselves and of the nature of death. Some animals have some of these characteristics but not all so should not have the same rights. In harming animals to benefit humans, we enter in to a good moral trade-off to create a greater good.	OK. First of all, the animals have different biological structure with respect to human beings. The test result may not be the same on the animals and human beings. On the other hand, the animal can not talk, of course the researcher can monitor the body status, while some researches need to get accurate feelings from humans.		neutral	entailment	entailment	entailment		
AAAI2018_010_19	attack	"I do not agree with this: ""Put yourself at the site of the diseased or malformed children makes you wonder if it's better off dead"". It is a form of eugenics to me."	The site of the diseased or malformed children is made by actual human, if you're not born, you're not a human yet, specially at the second semester.		neutral	contradiction	contradiction	contradiction		
DebPed_067	support	"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory""."	Release of Osama bin Laden death photos incite Muslim reaction, terrorism.	Osamaphoto	entailment					
AAAI2018_01_00	attack	If they have enough evidence that they killed many people, they should be killed.	I'm against death penalty: a human cannot decide about the life of another human. 		neutral	contradiction	contradiction	contradiction		
DebPed_118	attack	Extensively training individuals that will subsequently only spend a couple of years in their respective roles is simply inefficient. It usually takes many years to secure a good return on investment from such training expenditures. Short-term compulsory service is, therefore, an inefficient use of resources.	National conscription is important to national security.	Militaryservice	contradiction					
ArgEss_essay326_04	neutral	car companies use computers to simulate and analyze car accident by computers	Many industries use computers to command to robots in order to do many regular tasks, which were carried out by human early		neutral	neu	neu	neu		
US2016_nodeset10452_013	support	CHRISTIE brought the budget into balance with no tax increases	We cut business taxes $ 2.3 billion		neutral	neu	contradiction	neu	True	True
Web_1846	neutral	UKIP is an opportunistic party that exploits the unpopular European Union for political gain.	The Electoral Commission said it accepted the Supreme Court's judgement and it would carefully consider the implications of the judgment for how impermissible donations are dealt with in future.		neutral	neu	neu	neu		
micro_b064_01	support	For safety reasons alone I find continued operation wrong.	After the new BER Airport has been commissioned, Tegel should definitely be closed.		neutral	entailment	contradiction	entailment		True
Webis-Debate_1729	support	Is the book itself a reliable source? This question extends to the comment in the dust cover.	Following Wikipedia:Reliable sources#Extremist and fringe sources. As this article is about reincarnation, sources by reincarnation believers are appropriate to use in the article as sources of information about those organisations or individuals. The book has generated approval by reincarnation researcher Jim Tucker.		neutral	neu	neu	neu		
AAAI2018_02_06	support	 If it calls for it, it should be. 	 If inflicting pain on an individual is a solution to save the lives of millions then it is simply practical to do so. 		neutral	contradiction	contradiction	contradiction		
FinARG_MSFT_Q1_2016_17164_6_07	support	so the office commercial business grew 5%.	the way to think about that how is i look at – well, the way i would generally say it is you look at each of the kpis we give.		neutral	neu	neu	neu		
US2016_nodeset11304_003	support	the world changed enormously the next day , and that happened in CHRISTIE's state	New Jersey was certainly effected by 9/11		neutral	contradiction	contradiction	contradiction		
FinARG_FB_Q4_2017_17658_7_06	support	she was selling clothes in her living room and selling them.	the eu, the strength in europe was driven by smbs.		neutral	contradiction	neu	neu	True	True
Web_0035	neutral	A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.	In others, they have thrown up new evidence and perspectives on our relationship with the EU.		neutral	neu	neu	neu		
UKP_cloning_2965	neutral	Cloning should be considered as a promising opportunity for human development.	Some of the laws proposed to prohibit cloning-to-produce-children while permitting cloning-for-biomedical-research identify the act of “ cloning ” not with the creation of a cloned human embryo for research purposes , but only with the transfer of such an embryo to the uterus of a woman .		neutral	neu	neu	neu		
ComArg_UGIP_0420	neutral	As a general proposition, government should be God neutral.  Given the history and tradition of religion in our country AND the difficulty in making a change, I would not waste the political capital to get it done.	Implies ultimate power on the part of the state		neutral	neu	neu	neu		
ArgEss_essay129_00	neutral	I thought I had enough time for eating breakfast and transporting to the testing place; while I was stocked in a traffic jam and then missed the first test	I just failed to participate in the university entrance exam		neutral	contradiction	neu	neu	True	True
micro_b001_01	support	Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.	Yes, it's annoying and cumbersome to separate your rubbish properly all the time.		neutral	contradiction	entailment	entailment		True
US2016_nodeset10849_009	support	You walk down the street, you get shot	In Chicago, they've had thousands of shootings, thousands since January 1st		neutral	entailment	entailment	entailment		
12Ang_071	SUPPORT	That's a difference of six inches [between the boy and his father]. It's a very awkward thing to stab down into the chest of someone who's half a foot taller than you are.	[Maybe the boy] is not guilty.	Act3-TwelveAngryMan	entailment					
AAAI2018_012_23	attack	They should abolish this stuff because it's harmful to our health, our children, and it's expensive too. 	So legalize it but with some restriction. 		neutral	contradiction	contradiction	contradiction		
IBM_stance_0237	attack	This house believes in the use of affirmative action	The selection process should not be based on some arbitrary or irrelevant criterion		neutral	entailment	neu	neu	True	True
DebPed_033	support	Chewing coca offers an energy boost. Coca provides an energy boost for working or for combating fatigue and cold.	Coca has no negative health effects.	Cocanarcotic	entailment					
QT50_nodeset28993_001	support	we’ve got to start from somewhere	we’ve only got one planet		neutral	neu	neu	neu		
DebPed_127	support	Along with a no-fly zone, another important step would be to use American military aircraft to jam Libyan state television and radio propaganda and Libyan military communications. General McPeak said such jamming would be dead easy.	A no-fly zone over Libya has a significant impact on conflict.	Noflyzone	entailment					
DebPed_185	attack	First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.	Individuals should be at liberty to use marijuana.	Marijuanafree	contradiction					
DebPed_142	attack	Solar panels cannot produce energy at night like other alternatives. Coal-electricity and hydroelectricity can both operate 24/7. Solar power, however, can only operate during the day-time. This means that solar power's energy yield is smaller relative to the capital investment.	Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.	Solarenergy	contradiction					
IBM_stance_1537	attack	This house would build high rises for housing	High-rise blocks became notorious for crime and poverty		neutral	contradiction	neu	neu	True	True
ComArg_GM_0577	support	In light of our recent celebration of Mother's Day, think about all of the children who can't say Happy Mother's Day, either because of the lack of a mom, or even more pressing, the lack of child. It is not illogical that man + man = no offspring. I agree with a large consensus of people, everyone deserves the right to love who they want; but when did men start loving men? It is a distortion of what real love is. God made a woman for a man. It was never, and I say this with utmost sincerity, Adam and Steve. And maybe you are an evolutionist or a big bang theorist (not sure of the technical name), but that still doesn't subtract from the age-old truth that, no matter how we got here, it has always been a man and a woman in holy matrimony until more recent centuries where people have slowly started distorting this reality in favor of something contemporary and new, like gay marriage.	Major world religions are against gay marriages		neutral	neu	contradiction	neu	True	True
NK_deb_0952	neutral	Yet that is just what we have been urged to do . When all the vague generalities are stripped away , nothing more is being offered by opponents of the Anderson amendment than an increase in the public assistance program to provide some increased medical care for the indigent . The committee bill does improve our public assistance to the most needy .	They are : ( 1 ) Hospitalization up to 120 days ; ( 2 ) Nursing home care up to 240 days ; ( 3 ) Nursing and other health services at home up to 360 days ; ( 4 ) Outpatient diagnostic services . Such a program will be soundly financed ; it will provide a balanced program of basic health services ; it will relieve the burden upon our hospitals by providing incentives for nonhospital care ; it emphasizes preventive medical care ; and it tends to reduce the overall cost of the program by using less expensive yet more effective medical techniques . Enactment of this legislation during the present session will be a fitting climax to this 25th anniversary of the Social Security Act and mark a historic step forward in sustaining the dignity and self-reliance of our Nation 's senior citizens .		neutral	neu	entailment	neu	True	True
DebPed_211	support	"India achieved stabilization without population control. There are ways to achieve population-size sustainability without implementing a ""one child"" policy. There are alternative means."	"Condoms/sex-ed better population control than ""one child"". Countries that simply improved access to contraceptives, Thailand and Indonesia for instance, did as much to reduce fertility as China, with its draconian policies."	Chinaonechildpolicy	neutral					
AAAI2018_02_11	attack	Nuclear power is clean and emits significantly less CO2 than other renewable energy sources.	I think there are many cleaner and less dangerous alternatives such as solar power.		neutral	contradiction	contradiction	contradiction		
12Ang_027	SUPPORT	The boy claims that on the way home the switchknife [that he admitted buying] must have fallen through a hole in his coat pocket, that he never saw it again. You know what actually happened. The boy took the knife home and a few hours later stabbed his father with it and even remembered to wipe off the fingerprints.	Let's talk about that cute little switchknife. You know, the one that fine, upright kid admitted buying.	Act1-TwelveAngryMan	entailment					
ArgEss_essay304_03	neutral	If we don't change our behavior we will extinct many species living for millions of years on the planet	the natural diversity is very important for further generations		neutral	contradiction	entailment	entailment		True
JoDeb_norm_10261	attack	Prostitution should be legal.	Prostitution is morally wrong		neutral	contradiction	contradiction	contradiction		
DebPed_122	attack	No fly zones have a history of limited effectiveness.	A no-fly zone over Libya has a significant impact on conflict.	Noflyzone	contradiction					
QT50_nodeset29206_009	support	there's absolutely no doubt that the Conservatives' Brexit deal has been devastating for our economy	fishermen have lost out		neutral	entailment	neu	neu	True	True
IJCAI2015_011_08	support	Yes I agree, customs have to deal with every one equally. 	To summarize, authorities have to show equality between human beings whatever their nationalities behaviors religions and thoughts. 		neutral	entailment	entailment	entailment		
DebPed_024	support	"""One child"" changed tradition that more children is better. Professor Wang says China's family planning policies since 1978 have helped reduce the fertility rate further and contributed to a change in attitudes. ""A lot of people simply don't want that many children. People have accepted the policy,"" he says."	"China's ""one child"" policy is the key to control China's population."	Chinaonechildpolicy	entailment					
DebPed_098	support	Internet access in a time of democratized online publishing may be understood as a contemporary form of the right to self-expression. Internet access in a time of democratized online publishing may be understood as a contemporary form of the right to self-expression.	Internet access is fundamental in modernity.	Internetaccess	entailment					
NK_deb_1841	neutral	I say in that connection that with all the criticism of President Eisenhower 's administration , they ca n't take away the solid fact that under his leadership we got the United States out of one war ; we 've kept her out of other wars , and we do have peace without surrender today . Yes , there are problems , problems like the one in Cuba that my opponent is discussing tonight without offering any solution for , and , incidentally , may I say , looking at that problem , I will have more to say about that at a later time , and he had better look to the record of his administration before he starts criticizing ours in that field . He talks about dictators , and I can only say that the number of dictators we inherited from the Truman administration is far greater than the number we have today in Latin America , and that 's something he must remember .	I want to talk with you tonight about the most glaring failure of American foreign policy today - about a disaster that threatens the security of the whole Western Hemisphere - about a Communist menace that has been permitted to arise under our very noses , only 90 miles from our shores . I am talking about the one friendly island that our own shortsighted policies helped make communism 's first Caribbean base : the island of Cuba . Two years ago in September of 1958 - bands of bearded rebels descended from Cuba 's Sierra Maestra Mountains and began their long march on Havana - a march which ended in the overthrow of the brutal , bloody , and despotic dictatorship of Fulgencio Batista .		neutral	contradiction	contradiction	contradiction		
IBM_stance_2389	attack	This house would promote democratization	democracies have ever been found incompatible with personal security or the rights of property		neutral	neu	contradiction	neu	True	True
ArgEss_essay018_00	neutral	They are not ready to be bound in certain limitations	we must give them opportunity to achieve their goal		neutral	neu	neu	neu		
AAAI2018_012_31	attack	YES CANNABIS SHOULD BE LEGALIZED, CONSUMMATION IS A PERSONAL LIBERTY BUT some restriction must be imposed. 	It's unacceptable to create a law to use bad stuff unless they prove that there is a benefits. 		neutral	neu	neu	neu		
DebPed_039	support	Cocaine is most produced where coca is legal. Wherever coca is legally produced, cocaine production thrives with greater success. The correlation is very clear. In Bolivia, coca eradication efforts in the 1980s and 90s helped reduce cocaine production. As Evo Morales took power and legalized coca production and consumption, however, cocaine production has shot up. This is despite his efforts to fight cocaine production. The bottom line is that legalizing coca makes it easier for cocaine producers to operate. This correlation cannot be ignored.	Coca can be classified as a narcotic.	Cocanarcotic	entailment					
micro_k013_01	support	Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper.	Hence it is good when shops are not open on Sundays and public holidays.		neutral	entailment	contradiction	entailment		True
ArgEss_essay331_03	neutral	it is the most remarkable sign of the city, and also it is the inevitable history of Beijing, even the entire China	when somebody mentions Beijing, China's capital city, you will immediately have Capital Palace come to appear in your mind		neutral	contradiction	entailment	entailment		True
DebPed_141	support	Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.	Solar energy is economically sound.	Solarenergy	entailment					
UKP_gun_control_2531	neutral	Gun laws should be more restrictive.	But he was also confident he could find new customers .		neutral	neu	neu	neu		
